Title,Year,Source,DOI,Keyword,Any location CWTS core
Using Search Engine Count Estimates as Indicators of Academic Impact: A Web-based Replication of Haggbloom et al.＊s (2002) Study,2011,The Open Psychology Journal,https://doi.org/10.2174/1874350101104010012,Ranking (information retrieval)|Replication (statistics)|Set (abstract data type)|Psychology|The Internet|Replicate|Search engine|Field (mathematics)|Information retrieval|World Wide Web|Data science|Computer science|Applied psychology|Statistics|Mathematics,any location CWTS core
Pricing De Solla Price＊s Circumvent,2015,Advances in Research,https://doi.org/10.9734/air/2015/14630,Economics|Financial economics,any location CWTS core
Statistical inference on the h-index with an application to top-scientist performance,2012,Journal of Informetrics,https://doi.org/10.1016/j.joi.2012.07.009,Inference|Statistical inference|Fiducial inference|Set (abstract data type)|Probabilistic logic|Point estimation|Point (geometry)|Statistical model,True|False|False
Diversity of fields in patent citations: synchronic and diachronic changes,2013,Scientometrics,https://doi.org/10.1007/s11192-013-1165-7,Diversity (politics)|Informetrics|Field (mathematics)|Citation|Period (music)|Citation analysis|State (computer science)|Economic geography|Scientometrics|Sociology|Mathematics|Social science|Political science|Geography|Law|Physics|Pure mathematics|Algorithm|Anthropology,True|False
Examining the Intellectual Structure of a Medical Informatics Journal with Author Co-citation Analysis and Co-word Analysis,2013,Journal of the Korean Society for information Management,https://doi.org/10.3743/kosim.2013.30.2.207,Computer science|Informatics|Health informatics|Information retrieval|Citation|Co-citation|Term (time)|Data science|Natural language processing|Library science|Medicine|Political science|Pathology,not any location CWTS core
The Journal of Sexual Medicine〞Impact Factor Predictions and Analysis,2007,The Journal of Sexual Medicine,https://doi.org/10.1111/j.1743-6109.2007.00515.x,Impact factor|Scopus|Citation|Scientometrics|Library science|Bibliometrics|Web of science|Psychology|Computer science|Political science|MEDLINE|Law,True|False
DORA Declaration: Delayed Diagnosis of Debilitating Dilemma,2013,Pakistan Journal of Medical Sciences,https://doi.org/10.12669/pjms.295.4205,Medicine|Dilemma|Declaration|Intensive care medicine|Law|Epistemology,True|False|False|False
Open access publishing: a new direction for medical journals,2012,British Journal of General Practice,https://doi.org/10.3399/bjgp12x654830,Reputation|Publishing|Citation|Download|Copying|Public relations|Medicine|Internet privacy|Library science|Computer science|World Wide Web|Law|Political science,True|False|False|False
Challenges to the role of publishers,2003,Learned Publishing,https://doi.org/10.1087/095315103320995032,Constructive|Publishing|Key (lock)|Product (mathematics)|Value (mathematics)|Computer science|World Wide Web|Public relations|Knowledge management|Political science|Process (computing),any location CWTS core
A Lot Can Happen in a Decade,2013,PLoS Biology,https://doi.org/10.1371/journal.pbio.1001689,Biology|Scientific publishing|Publishing|Stock (firearms)|History|Law|Political science,True|False|False|False|False|False
Rethinking the life sciences,2013,EMBO Reports,https://doi.org/10.1038/embor.2013.30,Environmental ethics|Political science|Engineering ethics|Sociology|Philosophy|Engineering,True|False|False|False|False|False|False
"Citation success of different publication types: a case study on all references in psychology publications from the German-speaking countries (D每A每CH每L每L) in 2009, 2010, and 2011",2015,Scientometrics,https://doi.org/10.1007/s11192-015-1573-y,German|Citation|Library science|Impact factor|Social science|Psychology|History|Sociology|Political science|Computer science|Law,True|False||False|False|False
"Efficiency of 22 Online Databases in the Search for Physicochemical, Toxicological and Ecotoxicological Information on Chemicals",2002,The Annals of Occupational Hygiene,https://doi.org/10.1093/annhyg/mef027,Database|Computer science|Chemical database|Online database|The Internet|Information retrieval|World Wide Web|Bioinformatics|Biology,True|False
Institutional Repositories in Malaysia : The Copyright Issues,2008,International Journal of Law and Information Technology,https://doi.org/10.1093/ijlit/ean012,Business|Computer science,not any location CWTS core
Assessing the diffusion of nanotechnology in Turkey: A social network analysis approach,2012,Collnet Journal of Scientometrics and Information Management,https://doi.org/10.1080/09737766.2012.10700932,Social network analysis|Diffusion|Nanotechnology|Data science|Computer science|Materials science|Social media|World Wide Web|Physics,True|False
The Journal＊s Integrated Impact Index: a new indicator for journal evaluation,2011,Scientometrics,https://doi.org/10.1007/s11192-011-0538-z,Impact factor|Index (typography)|Bibliometrics|Computer science|Statistics|Library science|Political science|Mathematics|Law|World Wide Web,True|False
The use of graphs in annual reports of major Italian companies,2009,International Journal of Accounting Auditing and Performance Evaluation,https://doi.org/10.1504/ijaape.2009.027881,Cash flow|Sample (material)|Quarter (Canadian coin)|Econometrics|Empirical evidence|Economics|Statistics|Business|Actuarial science|Accounting|Mathematics|Financial economics|Geography,True|False|False
Dispelling the myths surrounding the Research Excellence Framework,2012,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.6133,Excellence|Chemistry|Publication|Subject (documents)|Library science|Order (exchange)|Epistemology|Political science|Computer science|Philosophy|Law|Business,True|False
A Webometric study of selected academic libraries in eastern and southern Africa using a link analysis approach,2013,South African Journal of Libraries and Information Science,https://doi.org/10.7553/73-1-1332,Directory|World Wide Web|Link analysis|Web page|Webometrics|Web site|Domain (mathematical analysis)|Computer science|Academic library|Library science|Link (geometry)|Information retrieval|The Internet|Mathematics,False|False
Making your publications open access: Resources to assist researchers and librarians,2013,College & Research Libraries News,https://doi.org/10.5860/crln.74.9.9009,Library science|Computer science|World Wide Web|Data science,True||False|
Scientist rankings: What nurse scientists need to know,2013,Applied Nursing Research,https://doi.org/10.1016/j.apnr.2013.02.002,Psychology|Medical education|Nursing|Medicine,True|False
Corporatization and Phantom Innovation in University Marketing Strategies,2008,Anthropology News,https://doi.org/10.1525/an.2008.49.1.6,Corporatization|Citation|Sociology|Library science|Computer science|Political science|Law,not any location CWTS core
Open access for the medical librarian,2006,Journal of the Canadian Health Libraries Association / Journal de l Association de bilbioth豕ques de la sant谷 du Canada,https://doi.org/10.5596/c06-025,Directory|Publishing|Open access journal|Library science|Medical library|World Wide Web|Medical journal|Open access publishing|Relevance (law)|Point (geometry)|Computer science|Institutional repository|Political science|Public relations|Business|MEDLINE|Scopus,True|False|False||False|False|False|False|False|False
Collaborative strength and pattern of authorship among agricultural engineers in Nigeria: A case study of the 2000 - 2010 NIAE proceedings,2012,INTERNATIONAL JOURNAL OF LIBRARY AND INFORMATION SCIENCE?,https://doi.org/10.5897/ijlis.9000023,Institution|Agriculture|Productivity|Social science|Joint (building)|Library science|Sociology|Geography|Engineering|Computer science|Economic growth|Economics|Civil engineering,not any location CWTS core
Scientists' commitment to underperforming research projects: linking past success and the social environment,2014,R and D Management,https://doi.org/10.1111/radm.12100,Commit|Business|Investment (military)|Escalation of commitment|Social network (sociolinguistics)|Public relations|Marketing|Economics|Political science|Computer science|Microeconomics,True|False
Celebrating 100 Years 1911每2011,2010,American Journal of Public Health,https://doi.org/10.2105/ajph.2010.205054,Public health|Journal of Public Health|Association (psychology)|Personality|Political science|Feature (linguistics)|History|Environmental health|Psychology|Medicine|Health education|International health|Social psychology|Pathology|Philosophy,True|False|False
"Outcomes research resources in India: current status, need and way forward",2013,SpringerPlus,https://doi.org/10.1186/2193-1801-2-518,Computer science|Current (fluid)|Data science|Medicine,True|False|False|False
Assessing h- and g-Indices of Scientific Papers using k-Means Clustering,2014,International Journal of Computer Applications,https://doi.org/10.5120/17572-8266,Cluster analysis|Computer science|Centroid|k-means clustering|Partition (number theory)|Excellence|Set (abstract data type)|Data mining|Information retrieval|Artificial intelligence|Mathematics|Combinatorics,any location CWTS core
More Paper out the Door: Ten Inexpensive Ways to Stimulate Proposal Development.,2011,Research management review,,Incentive|Public relations|Business|Engineering management|Engineering ethics|Engineering|Political science|Economics,not any location CWTS core
Are pre-compiled citation indexes of peer-reviewed journals an adequate control for research quality? A case study of library and information science,2013,South African Journal of Libraries and Information Science,https://doi.org/10.7553/71-1-639,Citation|Quality (philosophy)|Library science|Discipline|Control (management)|Point (geometry)|Information science|Selection (genetic algorithm)|Political science|Citation analysis|Computer science|Data science|Sociology|Social science,False|False
Median age difference of references as indicator of information update of research groups: A case study in Spanish food research,2008,Scientometrics,https://doi.org/10.1007/s11192-007-1993-4,Citation|Value (mathematics)|Statistics|Demography|Library science|Mathematics|Computer science|Sociology,True|False|False
Publishing Sustainability Research Visually: A Film about the Opportunities and Challenges of a Rural Entrepreneurship Initiative in Kenya,2014,Challenges in Sustainability,https://doi.org/10.12924/cis2013.01020080,Sustainability|Publishing|Variety (cybernetics)|Sustainability science|Public relations|The Internet|Diversity (politics)|Knowledge management|Entrepreneurship|Political science|Engineering ethics|Business|Sociology|Sustainability organizations|World Wide Web|Computer science|Engineering|Ecology,True|False|False|False|False|False
Content and design characteristics of Chinese and US corporate homepages,2014,International Journal of Electronic Business,https://doi.org/10.1504/ijeb.2014.060208,Content analysis|Business|World Wide Web|Advertising|Computer science|Sociology,any location CWTS core
Kinesiology Faculty Citations Across Academic Rank,2015,Quest,https://doi.org/10.1080/00336297.2015.1082144,Kinesiology|Citation|Promotion (chess)|Psychology|Rank (graph theory)|Medical education|Library science|Medicine|Political science|Computer science|Mathematics,any location CWTS core
A hybrid indicator for journal ranking,2015,Online Information Review,https://doi.org/10.1108/oir-11-2014-0277,Ranking (information retrieval)|Index (typography)|Impact factor|Computer science|Citation|Promotion (chess)|Originality|Journal ranking|Value (mathematics)|Library science|Statistics|Information retrieval|Actuarial science|Operations research|Political science|Mathematics|Sociology|Business|World Wide Web|Social science|Politics,any location CWTS core
How does citing behavior for a scientific article change over time? A preliminary study,2015,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2015.145052010097,Citation|Citation analysis|Computer science|Information retrieval|Content (measure theory)|Data science|Statistics|Mathematics|Library science,any location CWTS core
Accesses versus citations: why you need to measure both to assess publication impact,2012,F1000Research,https://doi.org/10.7490/f1000research.1090166.1,Open peer review|Plant biology|Measure (data warehouse)|Citation|Physiology|Data science|Biology|Medicine|Computer science|Library science|Data mining|Botany,any location CWTS core
Prestige Allocation in Astronomical Research: A Study of Dysfunctional Aspects,1982,The Pacific Sociological Review,https://doi.org/10.2307/1388725,Prestige|Novelty|Originality|Dysfunctional family|Competition (biology)|Reputation|Psychology|Sociology|Social psychology|Social science|Creativity,not any location CWTS core
Faculty Publications and Citations: A Longitudinal Examination,2017,College & Research Libraries,https://doi.org/10.5860/crl.78.1.80,Longitudinal study|Computer science|Information retrieval|Psychology|Mathematics education|Data science|Statistics|Mathematics,any location CWTS core
The influence of various forms of co-authorship on the scientific productivity of Russian scientists in the field of molecular biology,2015,Scientific and Technical Information Processing,https://doi.org/10.3103/s0147688215030090,Citation|Productivity|Field (mathematics)|Web of science|Computer science|Data science|Political science|Library science|Mathematics|Law|MEDLINE|Economics,not any location CWTS core
Government Information Resource Integration Research based on Government Website,2011,INTERNATIONAL JOURNAL ON Advances in Information Sciences and Service Sciences,https://doi.org/10.4156/aiss.vol3.issue6.37,Government (linguistics)|Information resource|Business|Resource (disambiguation)|Knowledge management|World Wide Web|Computer science,any location CWTS core
Open Access Plays a Vital Role in Developing-Country Research Communication,2016,Editorial Office News,https://doi.org/10.18243/eon/2016.9.2.8,Business|Telecommunications|Computer science,not any location CWTS core
"Do Peer Reviews Predict Impact? Evidence from the American Sociological Review, 1978 to 1982",2016,Socius Sociological Research for a Dynamic World,https://doi.org/10.1177/2378023116640278,Citation|Soundness|Interpretation (philosophy)|Citation impact|Impact factor|Peer review|Psychology|Sociology|Library science|Computer science|Political science|Law,any location CWTS core
Measures of scholarly journal quality are not universally applicable to determining value of advertised annual subscription price,2016,Scientometrics,https://doi.org/10.1007/s11192-016-1943-0,Impact factor|Citation|CITES|Value (mathematics)|Metric (unit)|Quality (philosophy)|Actuarial science|Computer science|Accounting|Statistics|Economics|Marketing|Business|Library science|Mathematics|Political science|Law,True|False
Analysis of the hotspots of Chinese LIS for ten Decade by co-word analysis,2011,Journal of Intelligence,,Word (group theory)|Computer science|Period (music)|Cluster (spacecraft)|Information retrieval|Data science|Library science|Linguistics,any location CWTS core
A brief statistical analysis of stomatology papers published in international journals by researchers from the mainland of China,2011,International Journal of Oral Science,https://doi.org/10.4248/ijos11003,China|Mainland China|Impact factor|Library science|Science Citation Index|Medicine|Statistical analysis|Dentistry|Family medicine|Citation|Political science|Law|Statistics,True|False|False
Time to First Citation Estimation in the Presence of Additional Information.,2015,ISSI,,Citation|Field (mathematics)|Computer science|Citation analysis|Statistics|Econometrics|Mathematics|Library science,any location CWTS core
The future of academic publishing: The chemists＊ point of view,2015,Information Services & Use,https://doi.org/10.3233/isu-140762,Publishing|Point (geometry)|Computer science|Scientific publishing|Library science|Political science|Mathematics|Law,any location CWTS core
Relative Citation Ratio of Top Twenty Macedonian Biomedical Scientists in PubMed: A New Metric that Uses Citation Rates to Measure Influence at the Article Level,2016,Open Access Macedonian Journal of Medical Sciences,https://doi.org/10.3889/oamjms.2016.069,Macedonian|Citation|Metric (unit)|Medicine|Bibliometrics|Ranking (information retrieval)|Measure (data warehouse)|Information retrieval|Library science|Computer science|Data mining|Operations management|Engineering|History,True|False|False|False|True
Email solicitation for scholarly work 每 a single researcher＊s perspective,2015,Journal of Visual Communication in Medicine,https://doi.org/10.3109/17453054.2015.1108294,Publishing|The Internet|Open access publishing|Work (physics)|Library science|Internet privacy|World Wide Web|Computer science|Business|Sociology|Public relations|Political science|Law|Engineering,True|False
g-index as an improvement of the h-index: A comparative study of prominent Indian scientists.,2016,International Journal of Information Dissemination and Technology,,Index (typography)|Subject (documents)|Web of science|Library science|Mathematics|Engineering|Social science|Chemistry|Computer science|Sociology|World Wide Web|MEDLINE,not any location CWTS core
Extracting Oneself from the Citation-stacking Bear Trap,2016,Methods of Information in Medicine,https://doi.org/10.3414/me16-03-0001,Trap (plumbing)|Stacking|Citation|Medicine|Computer science|Physics|Library science|Nuclear magnetic resonance,True|False
The Young Scholars from the ※Hit Parade§: Where Are They Now?,2016,Journal of Criminal Justice Education,https://doi.org/10.1080/10511253.2016.1219377,Fagan inspection|Parade|Productivity|Library science|Index (typography)|Identification (biology)|Sociology|Political science|Law|Management|Computer science|Economics,any location CWTS core
"Declan FAHY (2015), The New Celebrity Scientists. Out of the Lab and into the Limelight",2016,Communication,https://doi.org/10.4000/communication.6872,Limelight|Humanities|Philosophy|Portrait|Art history|Art|Engineering,False|False|False|False
Comparison of Design and Content Features of North-Eastern Hill University (NEHU) and Mizoram University (MZU) Websites: A Study,2016,World Digital Libraries - An international journal,https://doi.org/10.18329/09757597/2016/9102,Geography,not any location CWTS core
Journal Impact Factors for the year-after the next can be objectively predicted,2016,Medical Express,https://doi.org/10.5935/medicalexpress.2016.05.06,Medicine|Psychology|Medical education,True|False|False|False
"Celiac Disease: A Scientometric Analysis of World Publication Output, 2005-2014",2016,Oncology Gastroenterology and Hepatology Reports,https://doi.org/10.5530/ogh.2017.6.1.2,Disease|Regional science|Political science|Geography|Economic geography|Medicine|Internal medicine,not any location CWTS core
Predicting Research Productivity in International Evaluation Journals across Countries,2016,Journal of MultiDisciplinary Evaluation,https://doi.org/10.56645/jmde.v12i27.459,Productivity|Publication|Data collection|Prosperity|Sample (material)|Developing country|Research design|Political science|Economic growth|Economics|Social science|Sociology,True|False
Bibliometric study of biochemistry literature in North Eastern Hill university during 2000 to 2010,2016,Collnet Journal of Scientometrics and Information Management,https://doi.org/10.1080/09737766.2016.1213964,Library science|Bibliometrics|Web of science|Computer science|Chemistry|MEDLINE|Biochemistry,any location CWTS core
Bibliometric analysis of cancer publications in Nigeria during 2008 2012,2015,International Journal of Library and Information Science,https://doi.org/10.5897/ijlis2015.0552,Conformity|Bibliometrics|Scientific literature|Distribution (mathematics)|Statistics|Library science|Mathematics|Law|Political science|Computer science|Biology,not any location CWTS core
Celebrating the 2-Year-Birthday of Science Bulletin,2016,笢弊褪悝籵惆ㄩ荎恅唳,https://doi.org/10.1016/j.scib.2016.11.008,Library science|Computer science,False|False
The Macro and Micro Scale of Open Access Predation,2016,Publishing Research Quarterly,https://doi.org/10.1007/s12109-016-9495-y,Macro|Predation|Scale (ratio)|Business|Computer science|World Wide Web|Geography|Ecology|Cartography|Biology,any location CWTS core
Investigating Educational Research Articles (1980-2014) in terms of Bibliometric Indicators,2017,International Online Journal of Educational Sciences,https://doi.org/10.15345/iojes.2017.01.008,Bibliometrics|Library science|Computer science,not any location CWTS core
What is economics that physicists are mindful of it?,2016,The European Physical Journal Special Topics,https://doi.org/10.1140/epjst/e2016-60360-y,Psychology|Data science|Economics|Engineering ethics|Computer science|Engineering,True|False
On the effects of the reunification on German researchers＊ publication patterns,2017,Scientometrics,https://doi.org/10.1007/s11192-017-2254-9,German|German reunification|Computer science|Political science|Data science|Library science|Operations research|Linguistics|Philosophy|Engineering,True|False|False|False
On the Impact Factor and the ASM Editorial Policy,2017,Infection and Immunity,https://doi.org/10.1128/iai.00933-16,Biology|Impact factor,True|False|False
Sustainability of photosynthesis research-when research is impeded by the cults of audit and management,2017,Photosynthetica,https://doi.org/10.1007/s11099-017-0686-3,Sustainability|Honor|Autonomy|Bureaucracy|Promotion (chess)|Environmental ethics|Originality|Audit|Sociology|Political science|Engineering ethics|Law|Public relations|Management|Social science|Economics|Ecology|Qualitative research|Engineering|Biology|Philosophy|Politics,any location CWTS core
"Trends and patterns of medical and health research at Moi University, Kenya, between 2002 and 2014: an informetrics study",2017,South African Journal of Libraries and Information Science,https://doi.org/10.7553/82-2-1626,Publish or perish|Productivity|Visibility|Reputation|Publication|Medical journal|Library science|Medical education|Medical research|Political science|Public relations|Sociology|Medicine|Publishing|Social science|Economic growth|Geography|Computer science|Law,not any location CWTS core
An empirical and theoretical critique of the Euclidean index,2017,Journal of Informetrics,https://doi.org/10.1016/j.joi.2017.02.009,Euclidean geometry|Index (typography)|Euclidean distance|Measure (data warehouse)|Scale (ratio)|Degree (music),True|False|
How the analysis of transitionary references in knowledge networks and their centrality characteristics helps in understanding the genesis of growing technology areas,2017,Scientometrics,https://doi.org/10.1007/s11192-017-2340-z,Centrality|Variety (cybernetics)|Consistency (knowledge bases)|Set (abstract data type)|Identification (biology)|Data science|Emerging technologies|Political science|Computer science,True|False|False
On the normalization and distributional adjustment of journal ranking metrics: A simple parametric approach,2017,Journal of the Association for Information Science and Technology,https://doi.org/10.1002/asi.23663,Normalization (sociology)|Journal ranking|Computer science|Ranking (information retrieval)|Citation|Impact factor|Metric (unit)|Simple (philosophy)|Parametric statistics|Citation analysis|Nonparametric statistics|Rank (graph theory)|Econometrics|Statistics|Data mining|Information retrieval|Mathematics|Library science|Social science|Engineering|Sociology|Political science,True|False
Current patterns of collaboration in published neurology research,2017,The EPMA Journal,https://doi.org/10.1007/s13167-017-0088-4,Neurology|Psychology|Data science|Computer science|Neuroscience,True|False|False|False
Opening Scholarly Communication in Social Sciences by Connecting Collaborative Authoring to Peer Review,2017,Information - Wissenschaft & Praxis,https://doi.org/10.1515/iwp-2017-0030,Scholarly communication|Workflow|Computer science|World Wide Web|Knowledge management|Sociology|Political science,False|False|False
Information visualization analysis on Advances in Psychological Science : 1983-2014,2017,Chinese Nursing Research,https://doi.org/10.1016/j.cnre.2017.07.006,Psychological science|Visualization|Field (mathematics)|Library science|Information science|Bibliometrics|Information visualization|Engineering ethics|Psychology|Data science|Social science|Computer science|Sociology|Engineering|Social psychology|Mathematics,any location CWTS core
Prevalence and citation advantage of gold open access in the subject areas of the Scopus database,2017,Research Evaluation,https://doi.org/10.1093/reseval/rvx035,Scopus|Citation|Subject (documents)|Gold standard (test)|Computer science|Set (abstract data type)|Impact factor|Database|Information retrieval|MEDLINE|Medicine|Library science|Political science|Internal medicine,True|False|False|False|False
Mis-Conceived and Mis-Implemented Academic Assessment Rules Underlie the Scourge of Predatory Journals and Conferences,2017,Revista de Fomento Social,https://doi.org/10.16943/ptinsa/2017/49141,Psychology|Computer science|Data science,True|False
Use of the journal impact factor as a criterion for the selection of junior researchers: A rejoinder on a comment by Peters (2017),2017,Journal of Informetrics,https://doi.org/10.1016/j.joi.2017.08.005,Impact factor|Computer science|Selection (genetic algorithm)|Econometrics|Statistics|Actuarial science|Mathematics|Economics|Political science|Law|Artificial intelligence,any location CWTS core
Trainee-led research networks in ophthalmology: is this the way forward?,2017,Eye,https://doi.org/10.1038/eye.2017.202,Optometry|Neuro-ophthalmology|Ophthalmology|Medicine|Glaucoma,True|False|False|False
Promoting scientodiversity inspired by biodiversity,2017,Scientometrics,https://doi.org/10.1007/s11192-017-2545-1,Biodiversity|Heuristics|Diversity (politics)|Distribution (mathematics)|Variety (cybernetics)|Computer science|Data science|Statistics|Mathematics|Ecology|Sociology|Biology,True|False
Measuring Scholastic Production by Dermatopathologists Using the H-Index: A Cross-Sectional Study,2017,American Journal of Dermatopathology,https://doi.org/10.1097/dad.0000000000001030,Dermatopathology|Index (typography)|Medicine|Citation|Cutoff|Statistics|Psychology|Mathematics|Library science|Dermatology|Computer science,True|False
The Napster moment: Access and innovation in academic publishing,2017,Information Services & Use,https://doi.org/10.3233/isu-170842,Moment (physics)|Publishing|Business|Political science|Computer science|Physics|Law|Quantum mechanics,any location CWTS core
Visualising cities＊ international scientific collaboration: a spatial scientometric approach based on Scopus data,2017,Regional Statistics,https://doi.org/10.15196/rs0712,Scopus|Data science|Regional science|Geography|Information retrieval|Computer science|Political science|MEDLINE,False|False|False
The Dutch Approach to Achieving Open Access,2018,BIBLIOTHEK Forschung und Praxis,https://doi.org/10.1515/bfp-2018-0010,License|Negotiation|Delegation|Politics|Perspective (graphical)|Computer science|Political science|World Wide Web|Public relations|Business|Law,True|False|False|False|False
※Revise before review; Reject without review; Reject after review§: why manuscripts are rejected,2018,Australasian Physical & Engineering Sciences in Medicine,https://doi.org/10.1007/s13246-018-0615-1,Computer science|Publishing|Information retrieval|Political science|Law,True|False
"Research Impact, the ＆New Academic Capital＊: An Environmental Scan of Research Impact Indicators and Resources for the Humanities and Social Sciences across 32 Countries",2018,Journal of Social Sciences,https://doi.org/10.3844/jssp.2018.55.64,Social impact|Political science|Disadvantage|Economic impact analysis|Work (physics)|Public relations|Sociology|Engineering,True|False
? Une bombe dans la discipline ? : l＊谷mergence du mouvement g谷nopolitique en science politique,2018,Social Science Information,https://doi.org/10.1177/0539018418763131,Politics|Epistemology|Sociology|Field (mathematics)|Sociology of scientific knowledge|Independence (probability theory)|Political science|Social science|Law|Philosophy,any location CWTS core
Does the superior position of countries in co-authorship networks lead to their high citation performance,2018,Malaysian Journal of Library & Information Science,https://doi.org/10.22452/mjlis.vol23no1.4,Lead (geology)|Citation|Position (finance)|Computer science|Business|World Wide Web|Geology|Paleontology,any location CWTS core
Bibliometric study of articles on skeletal Class II malocclusions published in four high impact factor journals,2018,International Orthodontics,https://doi.org/10.1016/j.ortho.2018.03.011,Observational study|Impact factor|Medicine|Dentistry|Newspaper|Class (philosophy)|Randomized controlled trial|Orthodontics|Surgery|Political science|Computer science|Internal medicine,True|False
"Use of Free/Libre Open Source Software in Sepsis ※-Omics§ Research: A Bibliometric, Comparative Analysis Among the United States, EU-28 Member States, and China",2018,OMICS A Journal of Integrative Biology,https://doi.org/10.1089/omi.2018.0032,Omics|China|Data science|Biotechnology|Business|Biology|Bioinformatics|Computer science|Political science,True|False|False|False
Article processing charges for open access publication 〞 the situation for research intensive universities in the USA and Canada,2018,Science Editor and Publisher,https://doi.org/10.24069/2542-0267-2017-2-4-89-106,Publication|Payment|Publishing|Library science|Business|Scholarly communication|Political science|Public relations|Computer science|Advertising|Finance,not any location CWTS core
A diachronic study of historiography,2018,Scientometrics,https://doi.org/10.1007/s11192-018-2934-0,Scholarship|Historiography|Narrative|Construct (python library)|Similarity (geometry)|Sociology|Fragmentation (computing)|Bibliographic coupling|Set (abstract data type)|Epistemology|Computer science|Linguistics|Political science|Library science|Citation|Philosophy|Artificial intelligence|Law,True|False|False|False
The Epistemic Value of Open Science,2018,Open Science Journal,https://doi.org/10.23954/osj.v3i3.1664,Openness to experience|Open science|Democracy|Open society|Value (mathematics)|Open data|Sociology|Open education|Political science|Epistemology|Computer science|Pedagogy|Psychology|Mathematics|Social psychology|Law|Politics|Philosophy,any location CWTS core
The Fluctuating Journal Statistics,2018,Progress in Cardiovascular Diseases,https://doi.org/10.1016/j.pcad.2018.07.010,Medicine|Statistics,True|False
Investing in Department Chairs,2018,Change The Magazine of Higher Learning,https://doi.org/10.1080/00091383.2018.1483181,Emergency department|Management|Operations research|Psychology|Engineering|Medicine|Economics|Nursing,True|False
The 100 most cited articles in theJournal of NeuroInterventional Surgery,2018,Journal of NeuroInterventional Surgery,https://doi.org/10.1136/neurintsurg-2018-014079,Citation|Medicine|Bibliometrics|Web of science|Impact factor|Citation analysis|MEDLINE|Library science|Meta-analysis|Computer science|Pathology,True|False|False
An h index for Mendeley: comparison of citation-based h indices and a readership-based hmen index for 29 authors,2018,Scientometrics,https://doi.org/10.1007/s11192-018-2882-8,Index (typography)|Audience measurement|Citation|Citation index|Information retrieval|Computer science|Altmetrics|Statistics|Library science|World Wide Web|Advertising|Mathematics|Business,True|False
"Citation Analysis of Ph.D. Theses at Faculty of Science, University of Ibadan, Nigeria",2018,Issues in Science and Technology Librarianship,https://doi.org/10.29173/istl1726,Library science|Scholarship|Citation analysis|Citation|Political science|Computer science,True|False
A Correlation Analysis of Normalized Indicators of Citation,2018,Publications,https://doi.org/10.3390/publications6030039,Citation|Friendship|Quality (philosophy)|Citation analysis|Impact factor|Field (mathematics)|Political science|Sociology|Computer science|Social science|Law|Mathematics|Epistemology,True|False|False
Publication patterns and the impact of self-citation among minimally invasive surgery fellowships,2018,The American Journal of Surgery,https://doi.org/10.1016/j.amjsurg.2018.09.007,Medicine|Citation|Scopus|Cohort|Metric (unit)|Index (typography)|Bibliometrics|Impact factor|Family medicine|MEDLINE|Library science|Internal medicine|Operations management|World Wide Web,True|False
Journal Co-Citation Analysis for Identifying Trends of Inter-Disciplinary Research: An Exploratory Case Study in a University,2018,Journal of Information & Knowledge Management,https://doi.org/10.1142/s0219649218500405,Discipline|Subject (documents)|Exploratory research|Citation analysis|Field (mathematics)|Sociology|Citation|Computer science|Engineering ethics|Data science|Library science|Social science|Engineering,True|False|False
Contribution of Indian scientists in PLOS ONE : A scientometric analysis,2018,Collnet Journal of Scientometrics and Information Management,https://doi.org/10.1080/09737766.2018.1433101,Web of science|Library science|Webometrics|Multidisciplinary approach|Political science|Geography|Scientometrics|Social science|Computer science|Sociology|MEDLINE,any location CWTS core
A Local Adaptation in an Output-Based Research Support Scheme (OBRSS) at University College Dublin,2018,Journal of Data and Information Science,https://doi.org/10.2478/jdis-2018-0022,Scopus|Adaptation (eye)|Norwegian|Scheme (mathematics)|Transparency (behavior)|Computer science|Engineering management|Information system|Operations research|Library science|Political science|Engineering|Mathematics|Psychology|Computer security,True|False
The practices of creating the lists of recommended scientific journals,2017,Scientific and Technical Libraries,https://doi.org/10.33186/1027-3689-2017-10-47-53,Scopus|Scientometrics|Visibility|Quality (philosophy)|Publishing|Task (project management)|Computer science|Web of science|World Wide Web|Library science|Data science|Knowledge management|Political science|Engineering|MEDLINE|Geography,not any location CWTS core
Trends in Research on the Nature of Science: A Bibliometric Analysis with R-Mapping Tool,2018,Korean Association For Learner-Centered Curriculum And Instruction,https://doi.org/10.22251/jlcci.2018.18.18.937,Bibliometrics|Data science|Computer science|Library science,not any location CWTS core
Book Citations in PhD Science Dissertations: An Examination of Commercial Book Publishers' Influence,2018,Library trends,https://doi.org/10.1353/lib.2018.0037,Library science|Order (exchange)|Sociology|Computer science|Business,True|False|False
"Actors, Relations, and Networks: Scholarly Collaboration Beyond Bibliometric Measures",2018,Polish Sociological Review,https://doi.org/10.26412/psr202.02,Sociology|Social network analysis|Social science|Bibliometrics|Regional science|Epistemology|Library science|Computer science|Social capital|Philosophy,not any location CWTS core
Choosing an Outlet for Action Research: Publication Patterns in Innovation Journals,2019,Technology Innovation Management Review,https://doi.org/10.22215/timreview/1234,Action (physics)|Action research|Knowledge management|Public relations|Political science|Business|Computer science|Management|Economics,True|False|False
